t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130,t_131,t_132,t_133,t_134,t_135,t_136,t_137,t_138,t_139,t_140,t_141,t_142,t_143,label
0.9387658674006419,1.0673476503393016,1.1966214669216142,1.2867933392310933,1.4125664909950193,1.5428161270288647,1.6714598932958438,1.8017357220848131,1.9302556888829518,2.06055811291619,2.1899232326129954,2.319250858897915,2.448534395283471,2.573570399324309,2.606262889728342,2.7213919250239624,2.8447695790479335,2.970476072417319,3.080340196745226,3.1754304306764918,3.2491003099652183,3.3133119420337,3.3612787406843365,3.39115198039235,3.3775742258130363,3.293497834878609,3.1703609250925724,3.1605279295176936,3.2249450168143112,3.2784373102893705,3.33953163296966,3.3501949946112344,3.3026900677347575,3.2468377017566383,3.167016735669453,3.0753494613830394,2.9737702417279337,2.8758915134634617,2.7599911665469183,2.63756299680012,2.5104517370555257,2.387988660973223,2.2672834667580437,2.1657926275270243,2.0863782312054853,1.9798853126105327,1.904085906600963,1.8461440832444134,1.8938004327293536,1.9899053727556937,2.082994071514204,2.17272732972996,2.2677933647754047,2.350041866738481,2.4276951810945864,2.501018944487235,2.577849521493977,2.6390145274602568,2.7048477387565395,2.75228139409366,2.796081005901904,2.835293201239746,2.850967205975828,2.7493936273608925,2.6264613616325607,2.5042756866418703,2.3790523059468582,2.253070342814542,2.1264431400457764,1.9982706266461048,1.8698953392152167,1.7565799076223727,1.7213530049941184,1.706044237484568,1.6980877701461705,1.7871471624590611,1.8889152919423748,2.0167547177099836,2.1428634277701084,2.2692977577406235,2.394869565857833,2.523024489243443,2.649343135783922,2.771902498415546,2.831719072864198,2.7995929837613334,2.7590348771071254,2.7007398354691254,2.6446794383323438,2.592248261046839,2.523252586034016,2.4395956352296615,2.360732052733529,2.2844737286009096,2.1962160389354546,2.106901914338808,2.0121418825020427,1.9334960484909602,1.9440023464839007,2.0254665395227427,2.1268924170057706,2.218418107995279,2.307834935437431,2.4386578739132454,2.557268369102899,2.6730292504346536,2.7811781270225238,2.8956551856326227,2.990426480973305,3.077362767815249,3.1775680814859224,3.2536263313606675,3.3026580543673836,3.3482681861923407,3.310811122172728,3.2474184007106635,3.1859036935988447,3.1400722546655833,3.255789246104119,3.349042575307187,3.367637264195952,3.3341722113585766,3.2860848517286816,3.2283937914937053,3.156166680986038,3.0713893583017846,2.957231684116399,2.837051032331316,2.7155560986845164,2.6039652959248567,2.5493008487933677,2.4209541015581393,2.2924592432712894,2.1638391805188766,2.035112346684525,1.909742718153025,1.7830581204321925,1.6555639250845424,1.5280903495653948,1.399474076403085,1.2720314615873933,1.1430780263644456,1.0147508023296028,0.9387661150862697,1
1.6505509667306093,1.960908079713024,2.266293732660832,2.5696069197289475,2.8744066522894873,3.176351470627435,3.4777119048760246,3.7796287862273745,4.081017937429192,4.382173358630618,4.683794013382626,4.817057137203293,4.818474804551605,5.113696604791393,5.3815950170005005,5.645777526367919,5.893994567872656,6.118292360890123,6.312652718349379,6.485258506528647,6.607716458351418,6.54680260077659,6.336339832222549,6.098157285960097,5.843199359212516,5.582898885579166,5.30964089721285,5.030241841578198,4.748902431048149,4.456365592665616,4.164729676011914,3.867466406475405,3.5691163716155097,3.291620493648618,3.1280285198337023,3.0375162285608726,3.273722504828108,3.5750063723524312,3.871344034216242,4.166991094716778,4.46179613396856,4.758388749197496,5.054435023800378,5.345827898124823,5.635178016207608,5.921811203255411,6.214024874282109,6.492938696130936,6.764494596408148,7.024719117836395,7.211711626876007,6.960954245872129,6.5870060989427275,6.195713739500751,5.804385052522056,5.413033628334302,5.201930436270241,5.0066911509593774,4.632425379164292,4.574075970329874,4.458569991082691,4.32335874578981,4.121594413274688,4.08637489006228,4.013513775441987,4.170858145637393,4.361107523521062,4.56066356960363,4.745144911077864,4.911055767048291,5.029029407085829,4.843176157487396,4.5545785535736325,4.288613761366243,4.519366073696255,4.82308530784711,5.12409098372778,5.010917494690281,4.818207135366862,5.004555247793706,5.102193928725538,4.947505687620932,4.694506441439272,4.3443919759306615,4.0237827806512945,4.159263090796481,4.385676756018418,4.188148351369618,4.013105451093038,4.027075622501781,4.326542794112964,4.6568600000570655,5.019866217293983,5.382327240219442,5.743945580106278,6.086453768486787,6.368485329677465,6.576290184671594,6.67934894826291,6.383068105786393,6.097664134331201,5.808570034386169,5.516854502047734,5.223208493209459,4.928097411596461,4.636356926234677,4.3414748652780935,4.043329701653245,3.7446398849665097,3.4455014102018673,3.1625210077870327,3.2592963129291697,3.4002375830759064,3.668632857664244,3.9769175165846424,4.280139033938275,4.579427085030907,4.873034060084608,5.158972166869847,5.4344625497282175,5.703761888365494,5.952175658726359,6.103453141207098,6.040875827526748,5.944508114037633,5.822757379230911,5.661328548325367,5.47794990831091,5.277226311270276,5.0579333277697245,4.802740601522053,4.713967885189083,4.795948595375392,4.521272843937587,4.222131710195794,3.92811801799711,3.6383097167893808,3.3423670134827077,3.050264546789293,2.7610740736946404,2.4630075803404274,2.17153712297156,1.8845931901274038,1.6482189846810018,4
1.9626544117230427,2.247975587412351,2.5849246034548683,2.9193488322433825,3.2531656337968853,3.5860831398027653,3.917750097486539,4.249231004914764,4.579785767437604,4.909495075272004,5.23852740024105,5.554907233858416,5.845840256988483,6.103219227086367,6.388329816945254,6.695450610054107,6.999038398834393,7.3076266435917185,7.603059966544942,7.892646020571057,8.183237440901692,8.462740834576211,8.632810668260717,8.700690108992356,8.681599267999312,8.652138257414263,8.547897363215386,8.408465647547688,8.199931739808397,7.967391189544671,7.73426494423198,7.444092405469908,7.132478143330385,6.800026584237852,6.485316654323351,6.248603848110227,6.143302285826709,6.04591652227036,5.9628924959745495,5.959798281223638,6.218827006950449,6.471693602911053,6.717554691293802,6.951358930271199,7.171455971949071,7.3710431366949685,7.547363311341549,7.708863288046938,7.6171828076963575,7.3742771892186,6.992397368129406,6.549155851080212,6.128623662969623,5.6918819174161115,5.385351233706512,5.133106539943501,5.036539713386368,5.1105081462336726,5.192878595986602,5.244552411916542,5.2788220950955145,5.308812101203433,5.350282687371686,5.569596327965029,5.888983036951881,6.231496310738209,6.625500862726674,6.920999840256494,7.168430554728991,7.203732453570247,7.460556036805958,7.162614209944526,7.3099989106998935,7.34662190849921,7.207021199815011,7.313927729839961,6.973577089693901,6.7003417101763585,6.3330317878390545,6.003949870526848,5.687280269164272,5.372751414477266,5.35889231298777,5.3288491925327035,5.295704118394195,5.250031734086135,5.2007681218275135,5.135386192561139,5.173063059240086,5.45399289611753,5.774611406257275,6.180319932859523,6.603081001452221,6.988430233376437,7.172284164079844,7.394512444601891,7.574599726286113,7.389525508066171,7.202942198002616,6.994187999179761,6.7796059577298236,6.5495140688939735,6.308991706966524,6.0886292071098955,6.10574172424809,6.2278555362463335,6.310891905349846,6.527822062120964,6.8180193496733965,7.115177112113224,7.396720709515363,7.691134025367215,7.935048295247386,8.147995447715726,8.33512899588226,8.500909249820818,8.62672992047726,8.69584032529358,8.720095561283411,8.70921067370937,8.631657883188343,8.455505880283793,8.18748864185978,7.910962684023649,7.61176162228319,7.323370301502516,7.030061520847766,6.745815772492997,6.4441675434124495,6.185853637613575,5.94839458508894,5.693444771150207,5.431025734375712,5.132740883278265,4.810349889095264,4.489618674827879,4.164308223625516,3.8436821956655973,3.5222255749264475,3.2000269642886794,2.8771616998914253,2.557257287905706,2.23490168749373,1.9597902169994512,6
5.981870218045105,6.361889106510209,6.745366377973859,7.126744365801495,7.498087328617657,7.863511102196379,8.215589415394211,8.553249280329426,8.873004056654173,9.276264323972446,9.70874670174671,10.1406535358165,10.557117557796893,10.949291858695899,11.309643666956752,11.48213026684994,11.257044031069617,10.81553400433847,10.343897352658647,9.926052080098733,9.485198947513437,9.041607443466065,8.58345647984498,8.119359291639487,7.9611660651600635,7.716585165946679,7.581699391792888,7.724605419452109,7.408578799629419,7.445760373823723,7.54995287084614,7.685479071209509,7.826576741014798,8.006290111441123,8.227513481448925,8.425207739545046,8.629941797937171,8.82147912333141,8.9818543416686,9.087299662643842,9.152716900454195,9.185038067030682,9.21805866507251,9.230397436047744,9.127789235961629,8.777582568700733,8.411087793479007,8.051678556355089,7.679464755878936,7.324847917093494,6.898382271498872,6.559561038817578,6.193290627104534,5.843617140800385,5.582241489517025,5.491262057650733,5.118665785960182,4.722447239227303,4.336532887766985,3.9497846651872517,3.577403892639216,3.2037974323490106,2.843458038080165,2.6001810366982876,2.99718864779818,3.468003260444719,3.9362935654038704,4.39044142393647,4.831592220773884,5.260771468037154,5.54113003339022,5.606815180665597,5.972779121950944,6.398299092910626,6.812667245102809,7.2164793143658414,7.613930428908025,8.008496116614678,8.395457918047539,8.775414232234178,9.030372761301912,9.13965901019817,9.173365908029421,9.164320704911962,9.141290848844493,9.0802443060641,8.975879584299435,8.841369732979254,8.635039545564693,8.457407326587305,8.246363856757082,8.041919218950506,7.8881874396016824,7.782583714148732,7.71160475381987,7.978394009300219,7.858061379101705,7.913506645281554,7.911987985388306,8.189237012556372,8.300975412811473,8.574912064923874,8.960968634180134,9.346579017408015,9.732828488461964,10.116350818837228,10.498444958225692,10.87887077346945,11.251648017887241,11.368723018734844,11.219595672428316,10.969581946727192,10.678266869615264,10.353366900937292,10.013369190354025,9.643610117140051,9.242159906840865,8.86060622223259,8.548276584274523,8.198028737474516,7.864348218410894,7.498629587306059,7.173743215828708,6.800727642161224,6.381386444770612,6.180995188720154,6.334428308757813,6.484890120411483,6.640557060723541,6.7448798658683184,6.675547351962936,6.259775293655816,6.218447446130822,5.842842352524182,5.560308681199541,5.849410401727019,6.283338757411009,6.708400108953444,6.755263336117969,6.6282267273835025,6.481188520153894,6.288655068885321,6.103414449984233,5.981572068871424,5
2.058276586062877,2.4687467065791453,2.881593285695592,3.293473720132358,3.711755552300141,4.119794382289261,4.42683739765417,4.700538986802772,4.976735076356346,5.300419688769862,5.697451637383198,5.815908127768446,5.781724801730443,5.834811067002958,6.224470872224909,6.634482815321475,7.050373194348158,7.425957420300715,7.778112699035737,8.076852965995318,8.341948944581077,8.552778929074531,8.679756959506662,8.731839938361254,8.605952726319849,8.282079219449539,7.97186897107399,8.107096143278936,8.232212032459394,8.371237617482361,8.266070287877842,7.9974618495680625,7.682342918434256,7.378334834910947,7.12728941508176,6.852628726696608,7.123391033552194,6.823574146301414,6.40953720893576,5.9942636599867445,6.063334116604244,5.775548613120701,5.580814724583409,5.385525976767252,5.270057382232619,5.081675466111168,4.873568346277188,4.676556451549373,4.621690828981963,4.960208488508747,5.275146964401335,5.6049099869268915,5.4572851169237175,5.123416837215638,5.201361707962432,5.507337338693115,5.8716650754727295,6.136784475102559,6.478349500605932,6.768478336853997,7.005037529166092,7.234676181801739,7.437104352832981,7.611524942266723,7.744852387312513,7.381052905605857,7.1160363720494795,7.0005252444809924,6.594392788873461,6.186138432652514,5.904275965817337,5.923308556521625,5.668742559392638,5.278676287240326,4.832267315368356,4.404148467024198,4.011033723526531,4.092566960988982,4.518270095361783,4.905932921803492,5.3170243125582175,5.738463100579379,6.118189067316414,6.491519011382893,6.857032159285344,7.226923177070916,7.591193416908115,7.473211605595674,7.27573564590829,7.050026880185947,6.808439584854538,6.552170780701884,6.214574208714346,5.886950884204195,5.530929571713282,5.272468394136498,5.476028308393342,5.549363590758936,5.210725867691505,4.849546693498236,4.531698403644333,4.758765101949119,4.967997930433498,5.1577141462705445,5.359898376491494,5.489360538274249,5.674100710790241,5.995939199613879,5.938739302271224,6.378839707783507,6.792402532775041,6.95055012436533,7.076876328778471,7.333764641808798,7.717237926125494,8.00667759550598,8.219834873659508,8.246145468382016,8.118813940498919,8.04407970881892,8.431653058132875,8.50676054513697,8.446131750089055,8.28017388656824,8.05493566454991,7.810339015398701,7.406487246313318,7.000355893470795,6.592558676232501,6.196082369554863,5.791897962125032,5.84413828410414,5.834783712304196,5.50103177430485,5.151347746012467,4.912814282689664,4.6161872657646255,4.320781270082594,3.9934196562156057,3.583488665260605,3.1716178800176915,2.75819617831529,2.343386830639853,2.0592245044875033,2
1.5738603062847956,1.8141818134574208,2.061002351718788,2.3102037911557924,2.5589449213968267,2.807174964928666,3.0548341907152246,3.3058769895871056,3.5524426590743654,3.8026910596964796,4.052554630546871,4.288557890437848,4.49270604911884,4.691820279679015,4.873110626795449,5.078437873675794,5.270072355766204,5.499918511021017,5.726633239112456,5.9496111469788655,6.1681207808627185,6.391574341564965,6.602161321959717,6.817271548514389,6.879577519656804,6.905770130910771,6.873931280958038,6.84678873772358,6.7416659163900965,6.625860315770768,6.464491218508321,6.291216511508706,6.127078175480353,5.897765736043888,5.677832872242872,5.445720052952079,5.203382298286346,4.975132263022166,4.839395122130108,4.784654252287052,4.673952138849111,4.634221751965503,4.7535138298575825,4.948468924596449,5.112044811357122,5.278964491804897,5.436302087554216,5.58288824398894,5.717507612368629,5.838832471108363,5.838733283246177,5.634415240667679,5.394130430673694,5.0591523165860375,4.745393794117199,4.447802304459745,4.220428523494972,4.0193006456428515,3.976162903645384,4.0193030618675145,4.066784832386436,4.1023238053855575,4.125654932057927,4.136641027262139,4.182582239919089,4.4358016279339285,4.687274183638146,4.966660183348368,5.235663857016816,5.465547101933463,5.576866435668809,5.447277696098089,5.6707183171200315,5.566030600202402,5.49933889919917,5.635330131258007,5.434903657668875,5.608200478643451,5.341569927624338,5.114884157433558,4.8288976084034445,4.5571284122943325,4.305543005406738,4.1392569277501865,4.1205740408699265,4.099535899137737,4.064487554661322,4.017795828281734,3.972392317600571,3.964665133007187,4.156368410042447,4.374761378296881,4.6726791809348525,5.015210878166634,5.322753069058824,5.450270981442273,5.639558499888228,5.764779318523059,5.623699112575445,5.46627086547341,5.300907061997274,5.128166389708602,4.942547784536051,4.7444796149026605,4.62494860060113,4.690720946517704,4.767411733347924,4.733161123228426,4.910746728016579,5.13078027872028,5.396888618584669,5.648862191351135,5.888366217356145,6.10484207691926,6.302039848838404,6.473285908329002,6.603073968036779,6.706241487158126,6.770190123118454,6.792216893221044,6.737932052054123,6.64627177222803,6.433030501582814,6.223619866911094,6.002152332496016,5.778091085158452,5.557249230280119,5.330356903543393,5.097340906832592,4.879482795050788,4.674588979626685,4.465508558237221,4.260908761785827,4.010930205624692,3.757745883530217,3.5039059795856553,3.2494807114874336,2.9943948451133,2.7385955178830645,2.482160490529537,2.225034570103562,1.9663867960928296,1.7062017144715762,1.576273587323938,6
2.1185460507520095,2.4160299114493045,2.74164860587938,3.066688516664947,3.391232924341521,3.71442908767286,4.038741499571928,4.3615325143521115,4.6835831683870275,5.006111962021602,5.327388010612285,5.644243020334391,5.935237349804254,6.208538311493471,6.462244585052504,6.739436162554752,7.041293875176272,7.335896679509792,7.635172775916953,7.913620442546372,8.198025464919418,8.49042760521793,8.76162906139134,8.989136050188769,9.048567644858927,9.07044116497077,9.009602965271224,8.918497596428585,8.777100430528748,8.560225214961232,8.303579042034562,8.045685108034276,7.76095111146862,7.439209543977194,7.0972147933413705,6.756894399479819,6.465803157511879,6.297770066038091,6.18650773200876,6.07734982797941,6.011796020690879,6.19684310370339,6.442239662470666,6.671740904013511,6.87867518894013,7.08795086271399,7.285625991978294,7.4602893427072114,7.617142395281967,7.770867668887154,7.6129326606756065,7.339013381203499,6.975663989993135,6.520264756319432,6.152406265916714,5.739679813044647,5.459966057192869,5.212310998791814,5.167568820478012,5.25211126511163,5.3215479710979325,5.353053672930977,5.383861618925919,5.405133782831119,5.487925487326717,5.7219893070275765,6.034034544277202,6.302779740734992,6.701203933669174,6.99637333503602,7.230352105695784,7.112227669368389,7.366674866379014,7.135220315888861,7.2459990874373315,7.136045854293811,7.25117320421403,6.893555507435232,6.541585107178503,6.146354407665794,5.824513498392718,5.502191282287263,5.439716057358517,5.407410171059617,5.390989243044097,5.34250606448937,5.284882606001979,5.239375388251401,5.243060632334572,5.5207378414692085,5.803179967343876,6.2069000161557195,6.624375662145473,6.91965160793488,7.094050325919669,7.337095452978832,7.465389986115706,7.308363185906331,7.113908794695834,6.905560830717503,6.684819806647051,6.454814548087804,6.225883910690386,6.124154646506329,6.218252937729366,6.296419881159914,6.462449083783702,6.702414411429693,7.022438149064217,7.354117222726645,7.666942129777395,7.950339232588177,8.19580518654979,8.412915934905977,8.612988257407245,8.772532059067998,8.874565666985124,8.929760404604247,8.956928830423934,8.916708190327647,8.7717023084043,8.506787728796128,8.233422747204902,7.953141365371094,7.681753396168243,7.403779640802412,7.107558750326729,6.830076076805941,6.550717772890775,6.316192358763829,6.064466972228123,5.804689338624813,5.5196158211423585,5.206921269030213,4.889026169021601,4.570386431699682,4.2510882154408725,3.931205910020812,3.613929256413681,3.295639249108957,2.974438603165294,2.6552140210479234,2.3369597054012776,2.117595398615905,6
2.27174947433431,2.5939175086084494,2.9028558734792647,3.1894925173768707,3.5045282622431433,3.80455849488636,4.106638318647625,4.398811810310801,4.694496367381544,4.992579406053439,5.264987356585473,5.561182236222848,5.857433008759906,6.159178306706573,6.3572778285577956,6.476031908088718,6.765343718649144,7.051900335745366,7.2860499463087045,7.50371640317754,7.702778763871116,7.856572116148036,7.962222027958542,8.034648006313189,7.964851779673788,7.79831946717635,7.58152220235926,7.320968242384718,7.422234165847775,7.570177605392237,7.690309955912156,7.799747243604736,7.783448656496912,7.714591295121469,7.627352492180128,7.41312236308821,7.162090858287682,6.887838905055837,6.5931330093891924,6.280613666162809,5.958535666160687,5.651175992892612,5.436733308061235,5.248047895793159,4.998961277507032,4.8290322985214384,4.80995475413982,5.026759480733187,5.247335311142293,5.458709512790278,5.654022765426295,5.853649687409277,6.041089332154503,6.20279947622865,6.366075352688066,6.507894936416429,6.630863900666185,6.73474228490107,6.817935606421923,6.660625509996053,6.398436147420725,6.141051779196463,5.876654529463283,5.6002348807777675,5.313270967568076,5.0349767993158006,4.781568509002568,4.6554107142058685,4.644264183946862,4.72493962046266,4.508654970685636,4.239550384471336,3.9584751612571574,3.8080764676812033,3.7132146661491885,3.9739866658192473,4.26150613674131,4.551038309437661,4.839960189745468,5.128288049731065,5.4137348999163315,5.7004999822601965,5.9867665281977445,6.272435379562523,6.558647616205075,6.8455278166757045,6.910579881919221,6.859883929610455,6.761550574124769,6.670205262022433,6.56034566476291,6.43348240247143,6.275350716530421,6.111009779388714,5.942669686770075,5.763045025526369,5.594893597477968,5.5319470267406246,5.71505417688645,5.922610927798261,6.096865745718552,6.36809009221652,6.610107966061019,6.844134697051588,7.045495179953756,7.257527606163593,7.454733048391997,7.625704158830494,7.798337297525283,7.9360120143672175,8.04618184471468,8.125181378265689,8.143308100561123,7.997587850809275,7.827362408559833,7.685286592228868,7.662618375175919,7.956531449621503,8.14719811332571,8.053060313861273,7.95128797852156,7.8211334735529245,7.674466267454407,7.4916517298164,7.224498892553316,6.940103343714689,6.6813202520423625,6.462453992492209,6.319199065674779,6.006816507595645,5.719042211619705,5.424028779892688,5.149372991732753,4.873448656655446,4.605876431605286,4.318451926020648,4.039649098368741,3.7601180732730364,3.479946354294682,3.199203165141297,2.916683084324126,2.6440167435674358,2.3718027542681175,2.2649099622526117,1
4.255876797746811,3.7652207006758847,3.2851874423062184,2.811641824442793,2.3491719200880015,1.885910236826441,1.6521907900600394,1.397870435953591,1.133811669208818,0.9248783614525087,0.5015063424282269,0.2704779746924832,0.14810913957179808,0.17307040242899044,-0.0091675472323806,-0.46180785486240117,-0.9085612988540324,-1.242854748349854,-0.8888315321351538,-0.8511661850744822,-1.1466907602806646,-1.5707562459426452,-1.8516226005338974,-2.1593652367056344,-2.375027729339617,-2.513766010135206,-2.5955552003471434,-2.542975933873473,-2.2476848482174243,-1.8645255218446857,-1.8135951541622957,-1.9727923468278847,-2.1005464917511656,-2.1003758699141435,-1.8134240309878484,-1.4868972507485292,-1.1622297304840783,-0.8781954748371189,-0.7617810978442923,-0.7232585974766139,-0.2958859893559649,0.11859219512325189,0.14694241207589312,0.43514415706142273,0.6402414146642952,0.7650445872357261,0.9298445765634351,1.1525126915313124,1.3336392020235852,1.3783015317031917,0.9231605287652718,0.5569758860028104,0.7459424114168832,0.6503823678325107,0.282321770558924,-0.18936988479509173,-0.5129707595538179,-0.7771735772520806,-1.0317659236229144,-1.2539374805824397,-1.4298683305355473,-1.1788510046321286,-0.9143163684034143,-0.5434158283063982,-0.136221835972479,0.24006188324307592,0.22763351122767617,0.5871710881827018,0.9990216545936592,1.4371769612091958,1.8677382591774478,2.2983000417718777,2.737808357830378,3.134209342500824,3.3882988474342435,3.024365309978139,2.5845202622824206,2.12822833901761,1.6991929617702521,1.2650185918240173,0.8194840829366202,0.38539179863812795,0.09974693133904604,-0.36267140377707097,-0.8046616074699668,-1.2418176149072226,-1.5552425598567061,-1.4236608206712256,-1.251943093460249,-1.0251755256557666,-0.6417225659531242,-0.18182761417008134,0.2674512669669423,0.03276327138879272,-0.1632479606248386,0.13901018114811303,0.03712494375224174,0.2631761956303117,0.595614596385636,0.8832586486060673,0.7151013028096911,0.506094281740639,0.2990048094777512,0.2239277419597853,-0.009493986245148026,-0.37823057787871783,-0.3256591824026221,-0.6627571635884107,-1.026054152915817,-1.2748519744819105,-1.108527067108158,-1.3678111463496547,-1.6967572974464544,-2.0205392218606457,-2.2494961803344498,-2.4076641272662296,-2.2683930919001933,-2.112502720890818,-1.999853204137058,-2.4165408077157315,-2.6281857493371295,-2.5696666370504184,-2.4439283699136194,-2.258411630878162,-2.022244938893442,-1.6408719613227085,-1.2012745910262561,-0.7047965627046828,-0.2664033213471754,0.06238509562667788,0.16065129178695775,0.15334790176052682,0.5496247084930154,0.8589645054337581,1.110928506797066,1.3706008718743325,1.6545596428163136,1.998372754720624,2.4263792204591232,2.8555965831918066,3.274053239431318,3.6828299055537816,4.093846714404239,4.26811210471979,2
5.187880161327262,4.757229348344262,4.317544985848909,3.8840809383905253,3.44957173698407,3.0235367362867835,2.594182983236074,2.1650309066091493,1.737760808407143,1.2930722169647808,1.0030268706433085,0.711838280571784,0.4369959058299094,0.03519070494075055,-0.3630062090359071,-0.7589856983148751,-1.1472904898503915,-1.5330857935920221,-1.909089498458855,-2.2825659930265174,-2.561994364545213,-2.640693471198298,-2.685992573799237,-2.706075868425254,-2.6398571964034323,-2.525372465895804,-2.3773171403760625,-2.1665684997949946,-1.9313245137266026,-1.6808387371579445,-1.3981148894745858,-1.0779537562622734,-0.7386552552969666,-0.3857861486934457,-0.018926271296400177,0.13400181099204964,0.24855749217538348,0.3854582160047338,0.4230089066129642,0.1899039985007137,-0.16487508808607712,-0.49311341324824515,-0.8125391288321354,-1.1117507823419177,-1.3698494458628656,-1.6160369746950662,-1.8079029777354747,-1.9351569344150403,-1.4671992242601557,-1.0101497634949173,-0.5427730671951324,-0.07487344894848214,0.3934505730701971,0.8785877595759715,1.253125727960208,1.5102963197952763,1.6576090249571747,1.5505190334731396,1.4654005321328034,1.3927330479604114,1.378484153710813,1.3603404024814285,1.0964065424929157,0.6636198927820135,0.2561268973874326,-0.18936204049817074,-0.582479667400888,-0.9455810472379061,-1.2491135991727191,-1.1108327565681253,-1.2340587195009252,-0.971095275665466,-1.1716470122054035,-1.1554045540885163,-1.1378522038082388,-0.8534236406619192,-0.5353494224811004,-0.12852668275914425,0.2840882531357343,0.686821154201571,1.088648008769915,1.2898299272705256,1.3193789541286989,1.3368909880787707,1.3695029945777215,1.4215549592835477,1.4926920719540664,1.543839809799306,1.2383215601359137,0.8796436797090714,0.4426371593305419,-0.009155026197672986,-0.4634553408575501,-0.9162670757680177,-1.117565962803513,-1.0422536363877763,-1.0158449616480019,-1.1762110406574913,-0.9188089379351951,-0.6757518100820616,-0.38838692160546534,-0.11633427200923632,0.1428444047747244,0.15409435922991727,-0.0005354287093683834,-0.09787676609536827,-0.3558901208681463,-0.6733000009871963,-1.0143434958365674,-1.3211515079300737,-1.6222759031012224,-1.890777696179351,-2.1138653704404193,-2.337186564771133,-2.4906687678184807,-2.646875877133051,-2.7446417458362546,-2.790091537118499,-2.7871025939543475,-2.7570334731683337,-2.6782223451182032,-2.4728179402219124,-2.1286118216565915,-1.7744948042718018,-1.4123304047596839,-1.05843151634904,-0.6932736056259537,-0.33342979285138336,0.025576120723291445,0.3300302182920378,0.6064718643290619,0.8973323132118125,1.2095268865027191,1.5759092233182517,1.9680144592144875,2.3613955069912222,2.7558998014665907,3.1513976935110177,3.5477764035454133,3.9321451309070357,4.3303125819294515,4.7170060849844155,5.0933214026714575,5.208228630123273,6
