t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,label
0.8741933599897572,0.9440291114130469,1.2578347747191079,2.488015774726005,3.720162412873582,3.972001877058039,3.371495141658048,2.5576732765776296,1.7566299399385157,0.6621583119260669,-0.5167612489638622,-0.894867315389727,-0.44513584537437956,-0.1866641285182991,-0.5011718203708481,-0.7278492427926333,-0.5557359696572731,-0.4533788389736629,-0.6100519938683608,-0.8801666621104283,-1.2378169316674743,-1.4346327537505537,-1.5665860518852597,-2.009290219284475,-2.1414162124716163,-1.8180011090110315,-2.093011102160502,-2.424129575065298,-1.9677768917676441,-2.0544174667582373,-2.8717592254512487,-3.006362464565986,-2.800540538037888,-2.8953187448852473,-2.8741979902268104,-2.955403668391786,-3.2015914527900673,-3.138732055634107,-3.1003203786204234,-3.178032107478929,-2.863908896313294,-2.4791781689724974,-2.424129575065298,-2.368794549053586,-2.089784431443957,-1.599548902244535,-1.1943362247813647,-1.1630422549726658,-0.8927654086989006,-0.1770667376656795,0.11135898478961961,0.14385040098821103,0.4137284171101788,0.3043548839014653,0.21452874860154586,0.8765243775396214,1.1907743501472532,0.8270744604200483,0.9277215653212914,1.2598658656428188,1.156906757408011,1.1282039795264176,1.3182041279172703,1.2747040063322834,1.0799360780288938,1.055701275319686,1.1804662071928653,1.1998521235614013,1.0426603611408194,0.9448717093443207,1.0130596316707945,1.0980721753337408,1.156906757408011,1.19503618126582,1.1446532268015484,1.1333473076231566,1.2567114907376982,1.28799802550028,1.2040256569777201,1.2105534359334116,1.306120819818632,1.4867390718082596,1.5949982709505615,1.4413014329244647,1.5338579713779688,1.895903154155392,1.6211585938935313,1.062668958268593,1.112460974570984,1.1921819071097126,1.0155500586988842,1.1152946499927667,1.2338087279066172,1.2275851067625745,1.2429158758472283,0.7552833963416701,-1
0.1734098386297979,0.9450751583304333,0.4319440146290936,0.28645077474652514,0.031257743866836905,-0.32228259187816366,0.1136091227692303,-0.8782023166145412,-1.8906674447004579,-1.385420548076682,-1.2401752195877014,-1.3257380058976032,-0.8057457017959819,-0.9381694612613777,-2.013404020656276,-1.93774253916619,-1.2128946307791488,-1.6723776338079612,-2.0934504613464835,-1.204000098967595,-2.1128005399080894,-2.106581614244599,-1.2748836368331968,-1.8491055247308519,-1.2168417400288734,-2.5016888122140104,-2.3943407593404857,-0.0646119128263759,-1.3391477478735994,-0.8271643394955602,0.05722478517318066,-0.5588859937216839,0.6176235058428563,0.2874889771128139,0.7985731957858544,1.090633018664372,0.6730309858707909,1.446509894629647,1.2253741765085948,1.8559624334765723,1.515763474981407,0.8814759027082723,1.1481424838216643,1.3407840476345767,1.7968577404809565,0.9955937758784237,0.9005525834387264,0.6643881825460086,1.2738822664799028,1.241868951919962,0.5908673621479048,1.1196276702307253,0.5334513864113517,1.4081782925344253,0.9979876922944513,-0.16174461394275513,0.7412447900393807,0.8151843044525511,0.6049457883802281,0.6568094556068478,0.6526783037411706,0.5516510400670752,0.45666670469845794,0.4030020859282803,0.6290544667125544,1.0578731628920641,0.7714590439850021,0.8104369328082406,1.1188150287093228,0.6433503967869214,-0.1969534109974428,0.013544151810152127,-0.20728325206028692,-0.3261635303494405,-0.26406758696174554,-1.0696351655724348,-0.04455051249033922,0.08417297798384826,-1.2319460364802775,-0.7472313193249606,-0.4541010660687838,-0.5960682044624087,-0.8417053386972064,-0.5446788903419212,-0.5407849385191144,-0.9052881866911296,-0.6265946144161212,-0.470063985333323,0.20680908687258828,1.3057606321146813,2.8639100493972345,3.2120998869361554,2.0389788973324237,0.043287658334586886,-1.4858174980896206,-0.24432260955673396,1
7.246329067172133,7.390822844805758,7.140437613905542,5.776561492338209,4.567744788213241,4.407663318894663,4.529322866925662,4.697643071425734,5.571075892688489,6.885698235659921,7.913267040774455,8.332218522760767,8.101952484627148,8.009006233035628,8.504689926060154,8.72222739573023,8.496177871360352,8.450920011137795,8.691086243697104,9.211927541582636,9.604132256440483,9.52835255595593,9.607697037029068,9.895646969655125,9.945315852392413,10.168353274877212,10.55267616542243,10.5007794915491,10.350638684391699,10.642763010498719,11.084862495570222,11.22008335818802,11.168514439527746,11.376268947264009,11.797754675445209,11.914810108679594,11.681701197372941,11.566673479013089,11.63752644418849,11.499972145447007,11.131351995355406,10.83890660291723,10.610585357195777,10.29471707420149,9.88449188196562,9.381432307720676,8.875150285928108,8.478283695811129,8.128883339622062,7.800310288779884,7.5896012074775125,7.4250392889847285,7.193124520155706,7.0261017423390575,6.945483737498694,6.748330478030692,6.540022170219547,6.492375631578093,6.4280927222821775,6.351161825876423,6.417137356736907,6.445525620731728,6.281891115714255,6.1400306328452166,6.185659076798165,6.282858249344137,6.310171295246859,6.287914650596222,6.33095119215963,6.4912862684680945,6.421405433910817,6.1691918561630255,6.477061062679626,6.966753516317846,6.688595536269802,6.245966842600986,6.295350877335281,6.368560945472383,6.383076389715726,6.583107304542635,6.833596016380467,6.930194940468722,6.7381711681241425,6.4952494703396795,6.448053998416409,6.3512941673721155,6.365791118824326,6.667986107479548,6.781541917704322,6.754224248603816,6.681007983414367,6.340533172865559,6.271130888461799,6.396050243413146,6.2599238242253,6.80820557154055,-1
2.3674958685307463,1.6090054160584364,1.8730562679460292,2.001581576734129,1.7150865910078237,2.255466697904556,2.9608425223643784,2.91310955601225,2.6323279927612946,2.517723509261677,2.658189531426889,2.8629055557008916,2.723553302583315,2.6316668042361315,3.087844698376962,3.453990795426309,3.3969671372626795,3.4291848821603614,3.5396446258595535,3.5410215590956224,3.5245401052780068,3.5376329543152916,3.535240409681534,3.538126176018437,3.73253180035189,3.9505691339627638,4.003812643019807,4.17005822741149,4.3690707553585915,4.422146632088932,4.485706010084911,4.539286472996697,4.60078811944365,4.723143829409301,4.771438680990194,4.755511937476853,4.7713409247346235,4.831519976709298,4.908144407181954,4.898998385430075,4.798098375649726,4.790933402396097,4.790061038616708,4.6378087228361755,4.5651105147375715,4.524677808268894,4.3178555924372235,4.103771433160341,3.943875882725961,3.831445944901465,3.7150103671529466,3.5180930760419735,3.3670822295851726,3.247082932069442,3.1604483530126295,3.123922685611736,3.006230659839318,2.956123796967198,2.981889720147233,2.9378663235541613,2.9775202998442714,3.03587038161529,2.999462414753075,3.012218360109914,3.078390723514081,3.124422588858782,3.1033947750793844,3.0453757684079616,3.0717230360816643,3.1532744570964937,3.174011184691107,3.1405883125493412,3.12533021680667,3.1410073766413324,3.154707025265694,3.1394183566513063,3.150143773290546,3.207299313757937,3.2015067747784003,3.205560272619499,3.262047312494159,3.2220791062884753,3.2333868792697076,3.2401771425100065,3.1754364106881607,3.189070690565748,2.994563906486904,2.7396106581544615,2.2378180561376295,1.5583404143050705,1.884382279284268,2.1154984716659113,1.7615256625856286,2.2938440142914067,2.675622515702379,2.733211545372185,-1
0.6360021736560627,0.7373538795106631,2.5847981743276955,3.3882943855135834,2.0768320246185907,0.510462908515022,-0.1849464447267423,0.7655845969236135,0.9155566909098904,0.6877176253606883,0.9865032860284967,0.3880620249925333,-0.3624901119580858,-0.7237996944171451,-0.7148596753772051,-0.8892452335323792,-0.8539698233554626,-1.039532104009385,-1.174586161198808,-0.9624508284510569,-1.247670704829343,-1.2622633366245053,-1.2517894489254215,-1.5096620293277951,-1.3203376577939123,-1.5052647280394162,-1.729014003360504,-1.6558719049704198,-1.7740676142085112,-1.8275267692246007,-1.955541496930036,-1.8529398919130677,-1.8881424222726535,-1.797855084574437,-1.6294074029179835,-1.316317943181897,-0.9915865380797525,-0.659591908615543,-0.21193947988199255,0.05184004452243615,0.551123257693208,0.687205642928082,0.9284521730559981,0.9853897436022544,1.0074948893270366,1.1684141731168227,0.9499529055614154,0.8281390021471369,0.7642841535047759,0.7294237258905808,0.660215755145543,0.49541838851575054,0.649620522011334,0.5958465708947168,0.5354500377387276,0.6737559878671974,0.5324101267249722,0.44430672251692765,0.4763068844843975,0.43208134641624674,0.528634407034829,0.36236109909162023,0.36995427792870433,0.4609414403224657,0.3151765208200659,0.31916265365159463,0.24635667701825953,0.26529224193456036,0.2717538765500812,0.15214377135218354,0.11859448430208477,0.3200271026082704,0.46470500193733777,0.5831327735347172,0.6845775474945379,0.8106503364321936,0.563944722653653,0.39336871109159405,0.34313826042744167,0.14516427136440901,-0.03255843136922121,-0.11203706562420622,0.11799743456217829,-0.21580749309030267,-0.14827565028997988,-0.07593370915063555,-0.09595935042741553,-0.1341182481748252,-0.3335986521786473,-0.08769642048226348,-0.07873067338626574,-0.18882710625529414,-0.2987596384647685,-0.4456878308432293,0.30845233060808536,0.5708309486333194,1
0.33142515711971476,1.048862244979874,2.0595899242050786,1.0641424390335383,1.1901783273238973,0.3883716643739152,-1.1436086195045232,-0.5298778156269308,0.3537087325042615,0.10845590220047598,-0.3329616682513586,0.1888048373334002,-0.09937258019990947,-0.7522505042561387,-1.020948622318432,-1.1041484600663558,-0.9746923795732134,-0.828102828757261,-1.6409586278691737,-1.0866762214541568,-0.7992493677078626,-1.5260679460712046,-1.218232223149401,-1.3234153960273283,-1.6029983185611612,-1.392629761844752,-1.2434432331391003,-1.5538829762694062,-1.7828324454848985,-1.5335790703990309,-1.453739728918922,-1.3660121715053217,-1.5831651016265866,-1.2198047893155668,-0.9423057380479594,-0.8828742994717101,-0.6335819951025996,-0.4259953508431503,-0.16807621412926946,-0.02178876323134884,0.24488750592151537,0.15912337155638306,0.5746803845626101,0.5501942093300672,0.6991438786504016,0.5542567347063574,0.7360991999327878,0.6323823934157307,0.5321561777232573,0.5231102291448027,0.5488506741111074,0.8495295750395543,0.354616176225725,0.5381302914061292,0.4331953602660029,0.46026508385006293,0.8420904297608875,-0.01612074147862071,0.9644388452836657,0.6943269653442111,0.13874352328533576,0.5514575194358737,0.520201923442817,0.6126981379013224,0.524215987839252,0.48421337332343695,0.35349226308850124,0.5875420825645138,0.48757114273990154,0.37544385865143515,0.3959801528535625,0.5369462483305689,0.4018989679563463,0.873632648129221,0.7608560376809018,0.7689443619220511,1.0745087323113598,0.47544195234715236,0.46754386897859407,0.428086608355376,0.36548204832392484,0.5082606892634192,0.040709000854331046,0.22097838320492522,0.34304154387247326,-0.05269101333509455,0.3082808793575728,0.22749237251146492,0.18480012448123584,0.13027537239842815,0.3343905629252033,0.44220454957805505,-0.022757465299905934,0.16662145121693842,0.2841198054026959,0.27774961860836217,1
2.662151769246744,1.874601521128034,1.4789084053301174,1.200639873778145,1.194504052762196,1.6417223493153266,2.3570183044961754,3.085439268495517,3.6303947360763544,3.837556447513221,3.8570556485650447,4.009870644526086,4.166253272755826,4.046705953510596,3.9003864355911015,3.9046368203423047,3.925530889148688,4.151393041943377,4.5138905088207135,4.560101460899337,4.485131900479417,4.533531603352828,4.515722044726674,4.649686352675075,4.780364624631044,4.363636148508404,4.1518166059927095,4.690177142274129,4.852659588099389,4.439816509672176,4.557693984563087,5.03681813131172,5.0809621346432925,5.017420478954934,5.240633589606781,5.371911870946327,5.270941230824959,5.302272302605329,5.458608583574803,5.447818891856271,5.3990791185799525,5.462906706194574,5.378879485270756,5.131495887876696,5.057247595979368,5.066818124254805,4.857977617137025,4.6675465827818305,4.6998200583789975,4.538709942929086,4.112299108859249,3.930963967211551,3.9279342508083177,3.7199553979311317,3.5351681749924118,3.5609601395892256,3.533923980599876,3.421965306107329,3.3940010970457815,3.3819326076473035,3.2661515128709366,3.1325090354973706,3.169150687988716,3.3326763757821176,3.32913269626519,3.196403381835216,3.267603669877664,3.4228223970572538,3.381058505557462,3.3169591683163175,3.331016446655487,3.265135549684834,3.205358985024327,3.1914373862417738,3.1402210253015244,3.2501250665027386,3.471568856683081,3.4375043252161497,3.277619564273691,3.2279178996149134,3.150227709298727,3.0531984150451668,2.9556269168997193,2.808378994588652,2.915404971889296,3.280557852943407,3.383834454994959,3.2720808571281403,3.3454604379239776,3.408892130784597,3.2862493079337773,3.328446497741016,3.5414370753179463,3.4795387090801633,3.308528443563602,3.592827338493696,-1
6.200655948385416,5.288377713076985,4.222416434527895,2.7726054962045756,2.1829375987960176,2.84591294910243,4.160208250657518,5.451371021933767,6.822024223592161,7.694970413142361,7.5382536997258,7.639758731481961,7.850659899162806,7.596689768982842,7.469759757302576,7.393666902267204,7.880604958515092,8.43979926342297,8.32959007669527,8.584211467768428,8.658791548868608,8.518444799043962,9.077626836645695,9.491420006409625,9.444513692018301,9.1620125783788,9.659797441400114,10.807045207899423,10.768318069751299,10.697574356242386,10.919565569686357,10.957886410280414,11.67062327681167,11.199215309329327,10.320239675013449,10.8261388233272,10.703858024067129,10.124977153554994,9.662907650087885,9.143883395592823,9.076123280506517,8.57846435332195,7.844097619489078,7.314169525272325,6.981841594331832,7.12464423514981,6.834912058563903,6.585218880011967,6.820970055514802,6.508613472136214,6.347807881482064,6.553484252186679,6.357887906887703,6.2387753536151855,6.339822940624066,6.283918967303572,6.193550844971889,6.291915464583701,6.53675624001448,6.609324081896013,6.345707146317925,6.286733448242705,6.535070624657265,6.414724432436264,6.205770886440232,6.254435690913813,5.975127649518872,5.75428132388876,6.166779354123343,6.182835708499568,5.876094525519649,6.166788960171391,6.19832448579017,6.035357789514318,6.323719029930275,6.298394753106076,6.088412084023231,6.26151131998257,6.429610088440685,6.463203714410729,6.550170912949668,6.715619287080662,7.007720579418272,7.0174755850084525,6.64513971255138,6.600844967283492,6.57179460102873,6.3327330391917,6.781928250938868,7.418088844902148,7.24091149521826,7.012187683405384,7.214138600829487,7.046375553725367,6.751301216858547,7.1764072307258155,-1
2.768848389250881,2.103619047873421,1.0574329681311998,1.3491541972499221,1.793371451718257,3.1966404316611707,4.221682588953814,3.470219713616173,3.0814843713487554,2.9961379257757064,3.2446945067870585,3.297033301488793,3.226658050571326,3.7321255738752703,3.7431463165157783,3.736189976473396,3.923520982881131,4.026707341988827,4.050360463531126,3.901336666325147,4.0861381822791145,4.191920116377259,4.002805536281793,4.382794336760248,4.297404881193044,4.150411351159742,4.525500741812958,4.4167732048612045,4.489826176472293,4.310658058111768,4.65060908509061,4.279117848158686,4.3844457715364324,4.152797226131352,3.7700035879899283,3.807864522976838,3.404400095696947,3.241148646112537,2.919003209276908,2.7300733929197225,2.6583097333338417,2.5588790254049507,2.2353452703863526,2.3318072036472564,2.2298023582379325,2.3225617326548984,2.155942331861788,2.3751116826830447,2.422832137973138,2.2502134616896394,2.427366265597279,2.412181820123187,2.521366421679106,2.4912287587452213,2.5050139825402193,2.3364030046426336,2.522345383708796,2.4020230192105947,2.368349094599815,2.500831443653164,2.5334326859345717,2.4191443659590073,2.593810629837449,2.538182892801425,2.434052898689867,2.6997314515532476,2.5375136172073214,2.6121831339150847,2.7739097906440717,2.6523117925037685,2.581620521169563,2.7975349898861275,2.4960644064935362,2.3710212881408363,2.445722844236591,2.367605040325855,2.4703448386814606,2.6799632999715963,2.6233881878666483,2.565938933579614,3.013046021328586,2.873863723118347,2.745937074927324,3.14398013463282,2.779893623285175,2.9211784869156845,3.0509544494864294,2.9409266623272567,3.056061822009963,2.9264082289388846,2.9694389925196636,3.0615163442054585,3.03952142122636,3.0153436364201007,2.844471713034618,2.8354296156204004,1
1.8385161016570972,0.9081641647662482,1.1692973571070824,1.4406874898615414,2.585766202376728,2.581895933891295,1.8618576209015358,2.134425233290223,1.884751455040635,2.0539001023543597,3.036121696543433,3.416556070470604,3.510821002632913,3.7728308787860527,3.8070840010362526,3.8055372955161855,3.921381477634285,4.0764035073906735,4.0609795018672665,4.145330850272649,4.273707905165277,4.3243558504685655,4.309528705855238,4.240266505868227,4.418701189335775,4.553834757037824,4.542707676993603,4.794532598731916,4.909797557692327,4.697536629735908,4.816638056088998,4.6472205454062685,4.573296995749007,4.3083068361691765,3.980171157669977,3.859628418660559,3.540716953509423,3.167476037942909,2.993407735799236,2.9339765446112764,2.621595849538829,2.6372982429752216,2.6172882168322213,2.5868618324322563,2.585984651892905,2.636577815299189,2.7311767609190096,2.6268460257563144,2.612789415174151,2.713039301122399,2.7116169981312517,2.633721027677448,2.594485102397632,2.6685469077491897,2.6561058190942686,2.706440889435421,2.837881804051262,2.7934648422279427,2.7530485515663017,2.829139029593954,2.838024388366953,2.8684882007555594,2.94258175721524,2.9001379529072775,2.946704457654399,2.975774942796171,2.951436894484034,3.0383082968817314,3.0564918655634425,3.07048882947738,2.999273727400087,3.1030882606634056,3.0902747528773533,2.891055984838985,2.9228502057153447,2.852149208245459,2.6164840078612026,2.668843800715755,2.8960027633309777,3.0233378346889777,3.077952957558885,3.1393296598540754,3.182245553545963,3.171710847310842,3.1586567503322813,3.1651152172953188,3.275532218849819,3.1678612087669054,3.1597408653087515,3.149594445637731,3.1747934162976423,3.191819831731205,3.1793267128894196,3.322594323150768,3.10964465554999,3.037218446205953,1
